anio,instancia,nivel,universo,seccion_id,seccion,localidad,circuito_id,agrupacion_original,agrupacion_homologada,familia,bloque,votos
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0071,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,153
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0071,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,65
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0072,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,40
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0072,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,10
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0073,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,132
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0073,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,42
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0074,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,97
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0074,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,7
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0075,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,78
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0075,FRENTE PARA LA VICTORIA,Frente para la Victoria,Peronismo kirchnerista,Kirchnerismo,21
2015,BALOTAJE,circuito,provincia_completa,011,Las Colonias,,0076,CAMBIEMOS,Cambiemos / Juntos por el Cambio,Cambiemos,No kirchnerismo,46
