anio,instancia,fecha,cargo,distrito_id,distrito,seccion,localidad,circuito_id,agrupacion,tipo_registro,votos,archivo_origen
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,1,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ataliva,0121,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,313,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,278,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,137,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,97,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,29,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,11,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,6,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,5,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,4,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,4,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,3,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,2,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Colonia Aldao,0120,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,1511,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,940,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,718,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,583,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,60,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,55,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,29,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,23,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,20,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,16,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,10,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,10,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Frontera,0134A,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,825,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,815,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,667,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,466,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,31,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,30,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,22,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,15,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,13,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,11,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,7,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,6,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Humberto Primo,0117,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,246,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,243,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,111,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,55,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,6,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,4,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,4,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,3,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,1,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,1,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Josefina,0134,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,784,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,338,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,252,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,136,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,19,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,19,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,16,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,13,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,6,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,6,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,2,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,2,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Lehmann,0123,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,1108,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,857,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,511,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,234,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,83,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,32,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,31,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,13,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,12,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,11,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,10,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,7,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,1,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,María Juana,0140,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,376,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,321,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,285,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,80,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,JORGE OMAR SOBISCH-JORGE ASIS,agrupacion,17,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,RICARDO LOPEZ MURPHY-ESTEBAN BULLRICH,agrupacion,16,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,FERNANDO 'PINO' SOLANAS-ANGEL F. CADELLI,agrupacion,10,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,VILMA RIPOLL-HECTOR BIDONDE,agrupacion,5,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,NESTOR A. PITROLA-GABRIELA A. ARROYOS,agrupacion,3,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,RAUL ANIBAL CASTELLS-'NINA' PELOZO,agrupacion,3,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,LUIS ALBERTO AMMANN-ROGELIO DELEONARDI,agrupacion,2,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,JOSE A. MONTES-HECTOR A. HEBERLING,agrupacion,1,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,GUSTAVO L. BREIDE OBEID-HECTOR R. VERGARA,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,Ramona,0124,JUAN RICARDO MUSSA-BERNARDO NESPRAL,agrupacion,0,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,San Vicente,0142,CRISTINA E. FERNANDEZ DE KIRCHNER-JULIO C.C. COBOS,agrupacion,1196,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,San Vicente,0142,ROBERTO LAVAGNA-GERARDO R. MORALES,agrupacion,1128,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,San Vicente,0142,ELISA M.A. CARRIO-RUBEN HECTOR GIUSTINIANI,agrupacion,869,2007_GENERAL_DIST21_santafe_presidente.xlsx
2007,GENERAL,2007-10-28,PRESIDENTE Y VICE,21,Santa Fe,Castellanos,San Vicente,0142,ALBERTO J. RODRIGUEZ SAA-HECTOR M. MAYA,agrupacion,373,2007_GENERAL_DIST21_santafe_presidente.xlsx
