anio,instancia,fecha,cargo,distrito_id,distrito,seccion_id,seccion,circuito_id,circuito,mesa_id,agrupacion_id,agrupacion,lista_id,lista,tipo_registro,votos,pct_general,pct_validos,pct_afirmativos,pct_interna,archivo_origen
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,,VOTOS RECURRIDOS,,,recurridos,0,,,,,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,,VOTOS IMPUGNADOS,,,impugnados,0,,,,,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,,VOTOS EN BLANCO,,,blancos,38337,1.83,1.85,,,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,04,Cordoba,,,,,,,TOTALES,,,total,2093538,100,100,100,,2023_PASO_DIST04_cordoba_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,13,MOVIMIENTO AL SOCIALISMO,A,IZQUIERDA ANTICAPITALISTA,lista,1981,,,,100,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,13,MOVIMIENTO AL SOCIALISMO,,,agrupacion,1981,0.23,0.23,0.27,,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,20,UNION DEL CENTRO DEMOCRATICO,A,APERTURA LIBERAL ARGENTINA,lista,50,,,,100,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,20,UNION DEL CENTRO DEMOCRATICO,,,agrupacion,50,0.01,0.01,0.01,,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,40,MOVIMIENTO LIBRES DEL SUR,A,AZUL Y ROJO,lista,1549,,,,100,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,40,MOVIMIENTO LIBRES DEL SUR,,,agrupacion,1549,0.18,0.18,0.21,,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,57,MOVIMIENTO DE ACCION VECINAL,A,COMPROMISO VECINAL,lista,1269,,,,100,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,57,MOVIMIENTO DE ACCION VECINAL,,,agrupacion,1269,0.15,0.15,0.18,,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,90,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,A,DIGNIDAD,lista,944,,,,40.62,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,90,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,B,CONFEDERAL,lista,1380,,,,59.38,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,90,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,,,agrupacion,2324,0.27,0.27,0.32,,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,92,POLÃTICA OBRERA,A,UNIDAD OBRERA,lista,1547,,,,100,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,92,POLÃTICA OBRERA,,,agrupacion,1547,0.18,0.18,0.21,,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,94,PROYECTO JOVEN,A,COALICION PAZ DEMOCRACIA SOBERANIA,lista,58,,,,64.44,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,94,PROYECTO JOVEN,B,PATRIA UNIDA,lista,16,,,,17.78,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,94,PROYECTO JOVEN,C,TODEX,lista,16,,,,17.78,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,94,PROYECTO JOVEN,,,agrupacion,90,0.01,0.01,0.01,,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,95,FRENTE PATRIOTA FEDERAL,A,PRIMERO LA PATRIA,lista,1662,,,,100,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,95,FRENTE PATRIOTA FEDERAL,,,agrupacion,1662,0.19,0.19,0.23,,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,131,FRENTE LIBER.AR,A,DEMOS,lista,206,,,,70.31,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,131,FRENTE LIBER.AR,B,RECONQUISTA,lista,42,,,,14.33,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,131,FRENTE LIBER.AR,C,ANTICORRUPCION,lista,45,,,,15.36,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,131,FRENTE LIBER.AR,,,agrupacion,293,0.03,0.03,0.04,,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,132,JUNTOS POR EL CAMBIO,A,EL CAMBIO DE NUESTRAS VIDAS,lista,93275,,,,35.02,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,132,JUNTOS POR EL CAMBIO,B,LA FUERZA DEL CAMBIO,lista,173078,,,,64.98,2023_PASO_DIST08_entrerios_presidente.xls
2023,PASO,2023-08-13,PRESIDENTE Y VICE,08,Entre Rios,,,,,,132,JUNTOS POR EL CAMBIO,,,agrupacion,266353,30.8,31.23,36.74,,2023_PASO_DIST08_entrerios_presidente.xls
